#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-03-09-10-22-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1317692574.123987	CVUHQ21yxBBC7GtFd1	172.16.165.128	1557	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; MSN 2.5; Windows 98)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FWwFGf2qZmnihehnb9	text/html
1317692574.153121	CHUF7rgIJIawaZvO2	172.16.165.128	1561	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FvliAa3qGbsGTn7mLj	text/html
1317692574.165451	CkvMO81Ufc6FRWD7Ab	172.16.165.128	1562	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.2) Gecko/20060308 Firefox/1.5.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FyH33116VolfEFBCA2	text/html
1317692574.235466	CQzEcybwc3GyHl7je	172.16.165.128	1570	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 5.17; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FHf7Hg12R8hfHUfFji	text/html
1317692574.231065	Cvh7dF2PBGYJG1Slx3	172.16.165.128	1568	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.21022; .NET CLR 3.5.30729; .NET CLR 3.0.30618)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F024NmHHDPNkoqldl	text/html
1317692574.272872	Cavt8e3xnvtIofBEL	172.16.165.128	1574	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F7iBgA1HratBr1xcIi	text/html
1317692574.349251	C5VGpv3tsRtX9QeuF	172.16.165.128	1580	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3a) Gecko/20030105 Phoenix/0.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FV22PAOGjUGypRSrd	text/html
1317692574.367261	CG0aaL2LffTW2ZsQg2	172.16.165.128	1583	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.50 (Windows NT 6.0; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwNkzu4XbmSAtKIgQk	text/html
1317692574.377298	CmfCNY25lXOEgjWWRc	172.16.165.128	1585	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FgerVc3sbh8r4BDtu3	text/html
1317692574.378255	CC25y5L2AVo3Matag	172.16.165.128	1584	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.9) Gecko/20071025 Firefox/2.0.0.9	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FN0kdE1QZ9ccHu3xkk	text/html
1317692574.475446	CAhsbq2rIxqgQONoe5	172.16.165.128	1592	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Ftw61F1ju2Lj1LNwSk	text/html
1317692574.474309	CzHXKo2R83ulObD4id	172.16.165.128	1591	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.0.2) Gecko/2008092702 Gentoo Firefox/3.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FsJV6n1SCSfcKUhB9h	text/html
1317692574.495179	CooHOLPYqQ5PhRGAc	172.16.165.128	1596	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.0.2) Gecko/2008092702 Gentoo Firefox/3.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fr5Qam1efNqcTsSzd3	text/html
1317692574.582645	CFpBU13DtfzmMdRwv2	172.16.165.128	1598	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FGvig42Y3OZ0iZgGVi	text/html
1317692574.612521	CoIvYb3ZFr5wXvhYX1	172.16.165.128	1600	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9I0oz3Cp05DjgJMc6	text/html
1317692574.630816	CZEmhu2ZOHRdgx7HC2	172.16.165.128	1603	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; en) Opera 8.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FoI9LlqgptYZ2bOYb	text/html
1317692574.645503	Cc5G11djhKOyd7Rf	172.16.165.128	1604	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; ; Linux armv5tejl; U) Opera 8.02 [en_US] Maemo browser 0.4.31 N770/SU-18	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FvBM1b4YNgEVeBnWSh	text/html
1317692574.660324	CVXmnLN2mRpHZTN94	172.16.165.128	1607	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/8.51 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FBZS112UmnPdWiv4u4	text/html
1317692574.689009	COUFnv2BtZcP5roKtg	172.16.165.128	1609	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.2.15 Version/10.10	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FL1PHxvjG38YhB104	text/html
1317692574.693178	CDcGfX2nzYbMukasd2	172.16.165.128	1610	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FnPFP91gfmeTYuw9k	text/html
1317692574.742596	CFRq1631BRoNLRSue3	172.16.165.128	1615	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FLQIEi2f4MGbG15cB5	text/html
1317692574.773602	CyOn0lVnfztgm7V0c	172.16.165.128	1619	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.1) Gecko/20060601 Firefox/2.0 (Ubuntu-edgy)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F0P9Ow35I1jsB8AVp5	text/html
1317692574.789929	CV6kDJ2lCqfS4lxRV3	172.16.165.128	1620	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.00 (Wii; U; ; 1038-58; Wii Shop Channel/1.0; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FaoiJp4gMbjpwkPBok	text/html
1317692574.812288	CkiFqs39HdFOJByCae	172.16.165.128	1623	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Ffyo3dg8CfOVEYP5l	text/html
1317692574.864938	CTlFHojjkcmYREjTe	172.16.165.128	1628	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FoNa0G4dvE9MnP4Cm6	text/html
1317692574.911191	CUipG61op2t5CeUBrb	172.16.165.128	1631	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F7wdaG26dIdfCDiZj7	text/html
1317692574.972864	CrK6DH2Q4fXIM4LO7e	172.16.165.128	1637	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/7.23 (Windows 98; U) [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FTfb2c2o8MDgqaeII4	text/html
1317692575.016896	CRav0t3SPaDJHa43Tb	172.16.165.128	1641	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050609 Firefox/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FYKsBM1hAWV86BZgYi	text/html
1317692575.024360	CAuB2J2KSdyraBW0O3	172.16.165.128	1642	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.17) Gecko/20080829 Firefox/2.0.0.17	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F6FCiPJcy5dHii0Qj	text/html
1317692575.036767	CwfECVygHbsXlkVJe	172.16.165.128	1643	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/9.0 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5Oh5r3YTuywTCD20i	text/html
1317692575.089911	CEUlOR2EGSv3D0F8o1	172.16.165.128	1647	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/9.02 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FBw8S52WAMrdWyuAZf	text/html
1317692575.188948	C4dAGJuSS9U12FtF2	172.16.165.128	1657	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.89 Safari/532.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FECbg71Az5X5mArAdb	text/html
1317692575.225275	CIj1EAUh1Vxfqv68d	172.16.165.128	1660	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fyx3qH1rDUviUBLz64	text/html
1317692575.223520	C1glk43cW7K09WNmo5	172.16.165.128	1659	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.17) Gecko/20080829 Firefox/2.0.0.17	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwpI6u1ObCGcfuK2Wj	text/html
1317692575.241658	CinuBs28tGo5NPCLdf	172.16.165.128	1661	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/9.00 (Wii; U; ; 1038-58; Wii Shop Channel/1.0; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FgdsS64kodJ4VXbwz6	text/html
1317692575.250628	CzbAFd32PdmaAq0H02	172.16.165.128	1662	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.00 (Nintendo Wii; U; ; 1309-9; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FYv21MNQZP0nulZAc	text/html
1317692575.271110	CBjrkbg2WPFMqSU44	172.16.165.128	1663	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 1665) Opera 8.60 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FbTQrh4NHiw0kaY0fd	text/html
1317692575.300079	ClGfGL2wHlWGStXiKd	172.16.165.128	1665	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.1) Gecko/20090716 Ubuntu/9.04 (jaunty) Shiretoko/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FOBKY53zMbGLV6ZXWg	text/html
1317692575.332596	CDYfd31qS1vttUwXd1	172.16.165.128	1668	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.1.1) Gecko/20090730 Gentoo Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fla0Mz2SgCBhxxAQ3h	text/html
1317692575.334991	Cakw6j2535His9mse	172.16.165.128	1670	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FHIeH01kWfgQkFNvT4	text/html
1317692575.373581	CxG7LqKmknpnaVdO2	172.16.165.128	1673	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.2) Gecko/20070221 SUSE/2.0.0.2-6.1 Firefox/2.0.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F253fA1kUavffzuFs5	text/html
1317692575.392555	CznTeAuGSdpXliRme	172.16.165.128	1676	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 5.0; SunOS 5.9 sun4u; X11)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpt5LXZOnwNXa6fS1	text/html
1317692575.401256	CRHYWo30HN6pgsLwgc	172.16.165.128	1677	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F0BEku1ljzh7bVMXX4	text/html
1317692575.440219	C01jE2g4TpUN49LA4	172.16.165.128	1682	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fi0qgm207NW9TpyKYe	text/html
1317692575.444020	CtNeRNW6Xw0gAYrEc	172.16.165.128	1681	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.8.0.4) Gecko/20060508 Firefox/1.5.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F28cFCQHtpVbrYMN3	text/html
1317692575.451250	CtSRYA2ktuFNZrIjM1	172.16.165.128	1683	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.19) Gecko/20081201 Firefox/2.0.0.19	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F6ztrtADJnDzIjhV3	text/html
1317692575.473956	ChSONr22KCqhjBBOe5	172.16.165.128	1686	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/2.0 (compatible; MSIE 3.01; Windows 98)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FS5zsm1zNR4ZcNZkC1	text/html
1317692575.496355	Cm3MNFUsjMBFjEvqd	172.16.165.128	1688	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050609 Firefox/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fm9B7crub9Qjx8dE8	text/html
1317692575.507260	CroLu83yMVZweiRmI1	172.16.165.128	1689	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; SV1; Arcor 5.005; .NET CLR 1.0.3705; .NET CLR 1.1.4322)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FfiLW63YR7mGWW8M67	text/html
1317692575.509461	Cu6DFo2U65lcAjTZBf	172.16.165.128	1690	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; MSN 2.5; Windows 98)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FZFQay2n02mjemB8R4	text/html
1317692575.567324	Cs9FIY2LBf0pjVmkQc	172.16.165.128	1697	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FJwxiS1Mx0xEgbWCN	text/html
1317692575.583850	C0JOU73b79auQT3qA1	172.16.165.128	1700	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.23; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FdbgZY2gnda4xaqvrk	text/html
1317692575.624162	CWlv6q2fr01ACKY6c5	172.16.165.128	1702	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9NkXk19pKGWysqN17	text/html
1317692575.638713	C5X3fddPrsYbwRrnf	172.16.165.128	1706	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 9424) Opera 8.65 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FZPaw14rjnGpRmldk4	text/html
1317692575.694460	CZzmHF2NhK6n5S3Jx3	172.16.165.128	1712	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.3) Gecko/20060426 Firefox/1.5.0.3	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FIKGCv2ypgtr3Elx4g	text/html
1317692575.729716	CUc6yy3tTelpHN9ke	172.16.165.128	1714	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.23 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F6x2T34LMGKnZTO0id	text/html
1317692575.746528	COYFfn3jFbTZiSFWQ2	172.16.165.128	1715	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FgeTnv2aB4uBaC6qU	text/html
1317692575.756488	CoBC4e3xYYHCefDhJ	172.16.165.128	1718	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FK9Oeu32LIcaueiPCh	text/html
1317692575.771417	CI095pdiFNIlcOUl1	172.16.165.128	1719	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [fr]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FI18qwwZxAj86fZCc	text/html
1317692575.806754	C7psim3DaHzKjfzi1b	172.16.165.128	1721	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/1.22 (compatible; MSIE 1.5; Windows NT)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwAWJps6qxPbjKY47	text/html
1317692575.834800	CVIrVu3fEKeAkx27F	172.16.165.128	1724	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb3J8t28nWw0j8TqQg	text/html
1317692575.875474	C8Hqjj3RszmWS47Y31	172.16.165.128	1730	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.0.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FBEFz92dIMF6bOzJLe	text/html
1317692575.874063	CjFPk51N3Qe3a3Dukb	172.16.165.128	1727	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.23; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F4J1CHIBLa5rSSKzk	text/html
1317692575.956424	CMD9zXl4mhKBVuf5c	172.16.165.128	1738	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FM5G402jaRNZ13R0kl	text/html
1317692575.976363	CscN9G2ZarZj94VlX	172.16.165.128	1739	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	mozilla/4.0 (compatible; msie 8.0; windows nt 5.1; trident/4.0; ...)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FSrFWLwEVD6aE2U1k	text/html
1317692569.542686	C2VWPJ2hbYXievXz2c	172.16.165.128	1036	87.251.2.2	80	1	GET	ukashsepeti.com	/iletisim.html	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1317692569.611633	Ci2Djh3L2G0sORr101	172.16.165.128	1042	87.251.2.2	80	1	GET	ukashsepeti.com	/ukash.asp	-	Opera/9.0 (Windows NT 5.1; U; en)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1317692569.640441	CISCmt2J1ADIJrzLs5	172.16.165.128	1044	87.251.2.2	80	1	GET	ukashsepeti.com	/iletisim.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1317692569.673876	CXOsI994I8riKy28f	172.16.165.128	1046	87.251.2.2	80	1	GET	ukashsepeti.com	/iletisim.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 1657) Opera 8.60 [ru]	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1317692572.853419	C9DRNI1HB9pLPSm929	172.16.165.128	1425	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/1.22 (compatible; MSIE 1.5; Windows NT)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1317692597.369461	CEwFqoQPQwd1NXBY2	172.16.165.128	1952	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.0.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1317692597.381439	CUzjUVmi3cNPzAIZb	172.16.165.128	1959	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1317692597.386316	CPjD9s30IluGNLnam	172.16.165.128	1961	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.60 (Windows NT 5.1; U; en) Presto/2.1.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ9FbI3cNZRkle1r1d	text/html
1317692597.386575	C1F8muGbymKLWYzjb	172.16.165.128	1962	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.02 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FZF4KS1GJ4RitZMZNe	text/html
1317692597.392983	CnPYoj3snOF53DeNP4	172.16.165.128	1966	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.23 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FAGzip3U22s8ctWyo9	text/html
1317692597.385508	Cgyu3yGKMIybtfPbe	172.16.165.128	1955	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FiCifL2dhhNFw4RbCe	text/html
1317692597.402612	CdOr4RSzmugqQ9ac2	172.16.165.128	1972	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050609 Firefox/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FhR0GE3IAfeEei7Fqk	text/html
